"","target_id","b","qval","mean_obs"
"1","HSD17B4",-0.2208961952019,0.0881034509091425,7.65399987138669
"2","GHITM",-0.227015881198856,0.0727957839351427,8.63309327094889
"3","SMARCE1",-0.227888568772287,0.0849792067407929,7.81918976354777
"4","DDX47",-0.240465505379274,0.0715058020994347,7.2714690436947
"5","TTK",-0.240637780088557,0.0810938953591414,7.37175155171552
"6","RPAP1",-0.244014708751809,0.0900622268029425,6.39286474944953
"7","HEATR1",-0.245764178739231,0.0958100810355267,8.18672003518097
"8","TSR1",-0.248166305389043,0.0467466163794728,8.19693911866628
"9","IMMT",-0.251214061629082,0.0436909438419491,8.0869548778696
"10","SKA2",-0.252545128692667,0.055367290420293,7.33669705816365
"11","ZNF638",-0.252595048489433,0.0581762852093816,7.41265651190317
"12","IVD",-0.253342611000932,0.0594356859350716,7.09077753409479
"13","GPSM2",-0.257851895801152,0.0498401864566464,7.3085466653865
"14","ZC3H15",-0.259303709746888,0.0392645058550365,7.72435608093552
"15","SCNN1A",-0.260139670912483,0.0357351025663239,8.04081517909325
"16","CPSF6",-0.260760783018607,0.0388283741616234,7.73196558970092
"17","KIFC1",-0.265018047869201,0.0412251240418279,7.40226265579413
"18","NUDT19",-0.267005465742346,0.0543355096264283,6.78306785103159
"19","TAF1C",-0.268386037341738,0.0784720612378034,6.49854984826211
"20","C9orf78",-0.269090103140975,0.0483074058125168,7.12508490688433
"21","SLC18B1",-0.26927694300176,0.0637448786699754,6.12146707361031
"22","CLPTM1L",-0.270261265419251,0.0291876368838514,7.81306048913547
"23","PTGR1",-0.271808229901166,0.0911522701970701,5.72243817698602
"24","USP18",-0.272727534326584,0.0837364942188972,5.62772334684232
"25","EME1",-0.274779948061123,0.0908813960499313,5.59810085211681
"26","MAT2B",-0.275529417924782,0.0267214342179527,7.75877270604126
"27","CXXC1",-0.277343768251796,0.0631947018265949,6.81549656112354
"28","EIF5B",-0.282925737021696,0.0794119924845428,8.00522187943039
"29","SLC20A2",-0.286051505563073,0.0306825199476224,7.16549118306104
"30","FUT8",-0.287291295511153,0.0461672556346064,6.44350446001208
"31","POLR3H",-0.28856164311676,0.0658339375514979,7.35278340841781
"32","GPT2",-0.28925883663917,0.0348204493600101,6.81338344190189
"33","RCN2",-0.290192923291791,0.0206739312805301,7.60140987656565
"34","CBFB",-0.291573309209566,0.0207497426731156,7.53164116154989
"35","POLR3E",-0.293659410862257,0.0259221164646168,7.11175757541003
"36","TXNL1",-0.295250614920119,0.0324467166204331,7.70539423956133
"37","GLUD1",-0.295309225580991,0.0153241273585625,8.12794199431887
"38","LAP3",-0.295723562633366,0.0278212933803887,6.87345956948277
"39","EIF4B",-0.29638586693729,0.0201538513005978,9.24848454423402
"40","OBSL1",-0.297967712180615,0.0273115475395552,6.82470539715407
"41","GALK2",-0.299090308832929,0.0397892180604362,6.13711273750101
"42","TARDBP",-0.304923311936051,0.0117456791582588,8.39165661565303
"43","HMGN1",-0.305470989608491,0.0133392382054875,8.89601102703643
"44","EXOC6",-0.305549772416652,0.0417336736238252,5.86584251074954
"45","SCRIB",-0.305906744207465,0.0114120994956468,8.18256072136677
"46","MST1R",-0.308443800331692,0.030332202845084,6.47483639128082
"47","BUD13",-0.308627014925152,0.0314068696853783,6.09863697221186
"48","TUBG1",-0.308835638037733,0.0120872430253943,7.76567990590623
"49","MATR3",-0.309353981574344,0.0140075680042164,9.14264614845842
"50","ACIN1",-0.309985830638894,0.0105376623261602,8.30161122405426
"51","EPM2A",-0.310609383671797,0.0891597877644132,4.87098294775877
"52","PMPCA",-0.31193051751352,0.045892190592474,7.62451771463819
"53","ZNF768",-0.311959101546877,0.0591063253136166,6.25109752531255
"54","ACTR6",-0.312127757564421,0.0341389762415643,6.00983228094543
"55","SMNDC1",-0.315347791901574,0.017842385321652,6.91228478526925
"56","ERRFI1",-0.316346747318494,0.0273826942565552,6.70416958255567
"57","ELAVL1",-0.317673361713082,0.00881479002759423,7.98275680570121
"58","FAM120C",-0.318400587921048,0.0769110120096858,5.91898129097858
"59","TOP2B",-0.319707790334512,0.00864571472569455,7.90731005903037
"60","SUMO2",-0.321133855632139,0.0411568516578422,8.2598097441204
"61","ARRB1",-0.321598942236549,0.0671328923288845,5.09202252108286
"62","TAF1A",-0.32297424250139,0.0363519686624285,5.81822388276843
"63","MDH1",-0.326904040222591,0.04805042618011,8.03288527805299
"64","C21orf58",-0.327495596316125,0.0526659689317885,5.37235141437673
"65","EARS2",-0.327871682241876,0.0120760340619677,7.0786735729887
"66","UPF3B",-0.329721858175899,0.0244369941114144,6.02155206570445
"67","NUP54",-0.330098539512391,0.0120231810839442,6.99979362674471
"68","XRCC5",-0.331330889080239,0.0102916318180418,9.47163343531089
"69","ZNF76",-0.331648788770432,0.0297858401093674,5.54423466966972
"70","WDR43",-0.332710469857882,0.0059274468843254,7.89258570077309
"71","UBE2E1",-0.333188652196947,0.00829991004113995,7.3942716145453
"72","TPI1",-0.336473812308943,0.0466834745316398,9.6680428058421
"73","DNAJC11",-0.337213825946173,0.00543671767844525,7.74794110257861
"74","WDYHV1",-0.337570943004201,0.0215751153757174,5.86421799786472
"75","UBE2I",-0.337936498489409,0.00530226123117787,7.86185873777584
"76","TYW1",-0.338527439803836,0.0163081538502015,6.42955490751111
"77","CBX3",-0.338689588021592,0.00508574480393357,8.73505545959651
"78","DHX37",-0.33889020302528,0.00961175648828604,6.9869604987644
"79","MRPS35",-0.339649262267693,0.00676656980988789,7.37307196169108
"80","YWHAE",-0.347057982877191,0.00739760318689239,9.53624787509792
"81","SLC25A3",-0.350393710499004,0.0302679046692992,9.30455810639382
"82","TMEM126B",-0.351042112398687,0.0232673576930519,6.57186568144597
"83","SLC1A5",-0.35134742295675,0.00316908707541284,8.33787039479423
"84","WARS2",-0.353108701556711,0.0135076360679818,6.15157916014602
"85","IGSF8",-0.354146254620535,0.0120760340619677,6.56601654109473
"86","SRSF9",-0.355542790115727,0.0469889396922107,7.73934843005392
"87","SLC16A5",-0.356344023567333,0.0310327215688927,5.31480736245337
"88","DGAT2",-0.356407200702928,0.0865028905405603,5.27054166265073
"89","PSMB5",-0.357012311380737,0.0702324239438237,8.29535000196119
"90","HDAC5",-0.357760077521536,0.0822575403000823,4.71994270017162
"91","ALG8",-0.360828060304607,0.00478747963673319,7.16238495905484
"92","CCNJL",-0.36219221783675,0.0202970215035485,5.61279227683933
"93","ZNF282",-0.364842930859262,0.0156467407703309,6.24107545465866
"94","SMAD1",-0.365743719074054,0.0101836534527459,6.14856853220038
"95","MCMBP",-0.366272316884869,0.00203391427123873,8.11599406561189
"96","TARBP1",-0.366527052378629,0.00883343141856042,7.40912823874797
"97","MOB3A",-0.367106348971945,0.00512733534771198,6.94725871673965
"98","MON1A",-0.368467539060891,0.0476390620180979,6.14750944746083
"99","WDR5",-0.371308471758832,0.00213860288568957,7.6318975307433
"100","PDCD7",-0.372416824824232,0.00721762902032723,6.35645693323231
"101","RBBP7",-0.374985477726504,0.00151275816600893,8.39286690865942
"102","DNAJC2",-0.376426593574028,0.00445339681371218,6.85110103438094
"103","MID1IP1",-0.377713042841404,0.00573076176893418,6.58155420910623
"104","PCBP1",-0.378324354127073,0.0014821237360675,8.67799536021471
"105","TMEM14A",-0.378480586478777,0.00441968043114059,6.71921096991434
"106","MMP28",-0.378533685258736,0.0448641761766614,5.08550975920689
"107","EIF4A3",-0.379450019099728,0.0129152152337316,7.73937746104645
"108","PDCD5",-0.382213090484289,0.0880534215838688,7.65689237425168
"109","ZBTB14",-0.382614780520303,0.0164575780417509,5.39934374113366
"110","VPS25",-0.383723739876226,0.0795781200190245,6.99937266266675
"111","SART3",-0.385462240783388,0.00256682648616541,7.29654570721631
"112","SDHA",-0.3854993361051,0.00193855302144086,7.96781391714731
"113","COMMD8",-0.389775603994479,0.00526273392924273,6.28685098727834
"114","KCNG1",-0.390628781086017,0.0554718938416683,4.62654560945926
"115","POLR1B",-0.391289167674517,0.00142916915684962,7.4833564767364
"116","CPNE7",-0.393327566604063,0.0183590597583251,5.62716939559292
"117","FEN1",-0.393481850019039,0.0204708289070704,7.81139404399306
"118","CHRNA5",-0.393492470012585,0.00637959814697899,6.00273037188262
"119","IDH3A",-0.39465037028233,0.00104018591566108,7.62494325109006
"120","SCARB1",-0.394743465661195,0.000754210384814735,8.29697749830799
"121","AUP1",-0.397064072971563,0.0694918314126876,7.96319338812945
"122","ADA",-0.397954910330747,0.00909202651198504,5.635575831409
"123","EIF3D",-0.398239979223714,0.0272230014471747,8.62436794180329
"124","RFXAP",-0.398994927819303,0.025387913368637,4.72895863488643
"125","KIF2C",-0.40011304733585,0.000753754953623619,7.80817906652172
"126","C19orf54",-0.409485954412854,0.0228759552517417,4.90248066225683
"127","PDCD2",-0.409893585967288,0.00139219192402508,7.12920234951055
"128","IDH1",-0.411270157632319,0.000539652072465605,7.73634324111475
"129","RPP30",-0.412534326395839,0.00264538144262444,6.72136025689049
"130","GPANK1",-0.413250682547539,0.0918831972809629,5.53109110010716
"131","SETD9",-0.418262428848231,0.0256047095059786,4.47729446715868
"132","MCM4",-0.418983939839984,0.000351667709781216,8.63716582316878
"133","PUF60",-0.419194060511414,0.0407320180071661,8.52659747662928
"134","ZNF219",-0.420236560047902,0.00169667599194348,6.63903401148352
"135","ZNF200",-0.421754577782813,0.0127834977362748,5.13172570196266
"136","THOC7",-0.424082905187013,0.0402924929347899,7.22699129949385
"137","DCUN1D5",-0.424557173822792,0.00480651724670824,7.54118570669181
"138","EEF1G",-0.424577208595068,0.0697871352756253,10.2790905724745
"139","TFPI",-0.426917036282947,0.00240097571585661,5.99903946066721
"140","MIF4GD",-0.428744063679464,0.0341389762415643,4.86067587597937
"141","PSMB1",-0.429441418334672,0.0601820676458351,9.02103166284663
"142","NDUFS4",-0.429640831461124,0.0374966330636696,6.88582526931769
"143","DKC1",-0.430028014673375,0.000215158353350944,8.10875161360576
"144","PSMA7",-0.430196425527865,0.0675034653567534,8.4654450110284
"145","CNBP",-0.430791015953815,0.000260261570113357,8.82797532957786
"146","TUBGCP2",-0.433175256611347,0.00153472271027256,7.64140136136087
"147","NDUFAF5",-0.435803760211117,0.030725447584173,5.77959934461064
"148","NOL11",-0.438368019500268,0.000244217213745546,7.60544096687423
"149","HOXA9",-0.43892781310697,0.00363128733654899,5.43982432909941
"150","SIVA1",-0.440521646544411,0.0624113771943479,7.23858193865166
"151","SAFB",-0.442807448829956,0.000150600434192647,7.94637462674723
"152","PHF19",-0.443191588168304,0.0382920204799366,8.32129646109741
"153","EYA1",-0.44503040193579,0.0156461597120088,4.73249908886129
