"","target_id","b","qval","mean_obs"
"1","SPINK6",4.28935855314059,8.30805685630487e-14,1.97356530388205
"2","GABRA3",3.80692051414293,3.20690102668416e-15,1.56477318934916
"3","CRYAB",3.74145250524949,6.58706838923719e-19,3.52845326551442
"4","MYL2",3.05850822789989,0.00157948654156372,1.67641132258328
"5","PRUNE2",3.00017387365997,3.02184878003271e-11,3.92025866371001
"6","FBN1",2.85657545405423,1.96385144303659e-98,6.02210257144627
"7","NLRP3",2.76531568951258,9.86390150237643e-41,4.53799130804741
"8","ADAMTS1",2.56893941356445,8.85181621546821e-34,4.0384345745624
"9","ADAM19",2.4529124245032,2.33800404123357e-12,5.99977468164716
"10","MN1",2.27172575121889,1.17462531305709e-18,3.81111745768561
"11","CAMK1G",2.24637339808304,2.23157717290877e-08,2.90238639621225
"12","GPAM",2.18458469128849,1.07857243538769e-65,7.77012201076996
"13","AK5",2.14934995320761,0.00476856367381435,1.67751587841816
"14","RGS11",2.14896487179798,3.2278205227349e-10,3.19864924727076
"15","LINC00607",2.0751553567094,0.00139689857063755,1.81140989294837
"16","WIPI1",2.00106584227134,1.0168250013176e-43,5.13903535551349
"17","PDZK1",1.99624262275774,1.3752042501602e-09,3.50015493278279
"18","TP53INP2",1.88881697762093,3.64368892345238e-05,4.81080306228002
"19","PDCD1LG2",1.86567631392024,3.90893345825711e-29,5.31770931493728
"20","PF4",1.76403617417182,0.0231179258154308,1.48485898890027
"21","VCAN",1.72395590222572,5.97593211390348e-41,7.56375360563223
"22","CXCL3",1.71979360742478,1.02013719910286e-11,3.63162158606761
"23","LPAR1",1.66255897820629,9.84918015526562e-13,3.84094678730915
"24","SLC52A3",1.60911014064011,0.00141958931094755,2.18780870103202
"25","RAB6B",1.57557965778557,5.75061845232722e-11,4.42845285503293
"26","PIK3IP1",1.47090984750729,1.1964502954879e-08,3.50269430337307
"27","TNC",1.43562663019014,3.40729468351262e-16,7.4285320996842
"28","TMEM150C",1.41475702638073,5.36360612226602e-05,3.02793576353515
"29","HMOX1",1.38893892284498,8.56265125883017e-21,5.20484983107668
"30","FAM228B",1.38735701931426,5.15338796559469e-12,4.08211951808748
"31","SLC44A2",1.38582087833126,4.67697120941861e-24,5.43709362047884
"32","NEURL1B",1.38478174858075,3.3962005067483e-31,6.71801499221231
"33","TGFBR1",1.375437637939,1.74927586591609e-34,7.34759783630207
"34","EPHB2",1.33413270741141,3.2070453925209e-33,7.41933053411623
"35","IER3",1.32677061819694,2.42070136065467e-33,7.52025398803377
"36","RASSF6",1.32255692526333,1.11313828728267e-05,4.99926704055248
"37","PLAU",1.32182140720557,4.48167734023916e-13,8.38158680241994
"38","STK32A",1.30974776082831,0.000167634450555196,3.15220009343509
"39","PSORS1C1",1.29252498369022,0.004773368358536,3.27293929222445
"40","ROR1",1.28535276167929,0.00492246998632371,4.83505664632337
"41","SLC16A4",1.28121485841388,5.68360196732724e-19,5.32602711803212
"42","GSN",1.27300362052373,2.07252908670317e-19,6.65122128295009
"43","F3",1.20846466797329,6.43054489873927e-27,9.32800861041111
"44","RNASE4",1.20597314117459,2.41385750327697e-11,4.7793682990618
"45","HIF1A",1.19745390961806,7.62015945996553e-08,8.95775957295261
"46","NKX3-2",1.191951004186,0.0136316517136818,2.20932743565486
"47","CYP24A1",1.17861735995192,2.64314008892022e-05,3.56939094080335
"48","EIF2AK3",1.17048670112642,5.10016559869217e-06,6.30964882987767
"49","PPP2R5B",1.1473810450787,6.12129658067271e-15,5.82942080392224
"50","TRIO",1.12852404948434,0.0120383440725613,7.54800621307699
"51","ZNF846",1.11600936709689,0.00100322540521636,2.91022094270057
"52","CTSB",1.11212491000155,1.40872658153787e-22,9.4035268096938
"53","C11orf91",1.11089513858957,0.00646192000666744,4.39895067713347
"54","AAK1",1.10419000886747,0.00454133036774435,5.12494617020549
"55","SEC23A",1.100258050516,0.000963033966176429,8.38698156024183
"56","IRAK2",1.09277489914574,6.36797491698808e-10,4.51630199722221
"57","KRT16",1.09090998856879,0.000128709777874688,5.29703617191622
"58","LYRM9",1.07610075035965,0.00734368273948164,2.75143543652499
"59","DISP2",1.0605641008013,4.61958549715044e-14,5.395063403875
"60","MFGE8",1.05285661135803,1.21166210462134e-18,6.84949335994302
"61","SMIM14",1.04692774405229,9.94929848045398e-11,5.34077865755392
"62","RHBDF1",1.03190936756086,5.72163469391657e-14,5.6875251350369
"63","IKZF2",1.02996690870999,0.0278109278027436,4.32082026768404
"64","NTN1",1.02031878111882,2.35840703075622e-07,4.14945973348556
"65","NAGK",0.971576985617483,1.29242140609167e-06,6.53630429499723
"66","SUCO",0.96935373925872,5.65455480794659e-05,7.32893967714033
"67","NRIP3",0.965691259977533,1.28513385475455e-09,4.73400045268102
"68","SPOCK1",0.964204870888299,1.384546575031e-13,6.06744380397513
"69","GALNT6",0.952128353968247,7.32362981268741e-17,7.70981244253085
"70","TLE6",0.950587816042818,0.0491690607466877,2.25455187577928
"71","GPR157",0.948196444296234,0.0120774211807737,4.24664104946256
"72","GAS6",0.929459289382258,2.58460364332697e-13,7.94806465216452
"73","GPR137B",0.903752118592,9.34899124314566e-12,5.95941289895152
"74","PIP4K2C",0.899455918692558,2.95971869513022e-15,7.38579556992968
"75","ZBTB47",0.894000588098462,3.55043060070948e-11,5.9042211990895
"76","KRT6B",0.893899729881502,1.20904721540239e-10,5.65144071277711
"77","LARP6",0.883189982864176,0.000526107693167967,6.34029911308399
"78","STAT2",0.880328865182879,6.68487881471922e-12,6.50213823182173
