"","target_id","b","qval","mean_obs"
"91","SLC44A2",-0.4337085852576,0.011255054942242,5.59910081266524
"92","SEL1L3",-0.445536075265085,0.000417953433662632,6.88870478604061
"93","SMPDL3B",-0.450189302133104,0.0201868995930277,5.90125312002276
"94","EIF4EBP3",-0.453597924736358,0.0079393406595505,5.17069846933674
"95","NUDT6",-0.45857790282368,3.65498461546787e-05,5.15720023730872
"96","ENPP5",-0.469713090146435,0.0255521634923118,3.86163512320115
"97","ACBD4",-0.477004253438035,7.49002475350078e-06,5.12715605638337
"98","NUP210",-0.48443796554816,1.71927006026612e-13,6.51623477938642
"99","MAFB",-0.485464212525419,2.1769871263436e-06,5.25272921421333
"100","NPR2",-0.494294059266946,0.00270940847088912,4.32716709973139
"101","PLEKHH2",-0.494485832864862,0.00391053844786372,4.0857563978094
"102","FUCA1",-0.50224469509093,2.20282366095263e-06,5.09014666742706
"103","DNMT3B",-0.543317187534457,0.00203436782207142,5.16110845031977
"104","DBT",-0.587135887619405,2.05056746283323e-05,7.30663447732331
"105","RWDD2A",-0.59182093265144,0.000251497036288251,4.20389080808408
"106","PPT2-EGFL8",-0.598741958021527,0.0161178094562051,4.32656871981427
"107","LRG1",-0.606202163924856,0.00187979562968525,3.78592974346705
"108","PGPEP1",-0.627489497207249,0.000215626390827854,5.29952292095974
"109","SLC27A2",-0.642207834525481,5.43268742712235e-05,5.49065546088755
"110","FREM2",-0.642688817622672,0.000285540112441045,4.51714224960472
"111","F5",-0.660282693150566,0.0111580463516315,3.3709766353159
"112","HYAL1",-0.674003195417095,0.00646545826627427,3.37217880618681
"113","CCDC88B",-0.691780606722676,0.0117931151311905,5.217579046462
"114","TOX2",-0.698702871005948,0.000184945671530763,4.02890025253557
"115","KLLN",-0.748807896268278,0.00477922464751058,3.30966346339375
"116","DCAF4L1",-0.768991319780141,0.0359278587304508,3.01505227469113
"117","SAMD12",-0.783423493185442,9.59622662269126e-19,5.79658344958413
"118","TOLLIP-AS1",-0.805007779702191,0.0396135918913614,2.60153039502094
"119","C1orf210",-0.859671005635325,0.0131691516868138,4.10971044563112
"120","NFATC4",-0.874450859721212,0.0467651588870186,3.0266500358962
"121","SERPINA5",-0.888124960444497,0.00101587187844086,3.94956838586103
"122","LOC100128593",-1.03324980005352,0.0970406840561638,1.98317582714529
"123","CHAD",-1.06929325940204,0.00208237586772155,2.78175536691337
"124","HID1",-1.25364335510436,0.00559385710496131,2.55277610423145
"125","PHGDH",-1.28647205940733,1.40550498096054e-24,8.04775803849813
"126","KCNT2",-1.7100663078212,0.00633105153629029,2.61420100807366
