"","extGene","wt.group","tgfb.group","shZ.group","CA1a.group"
"18346","STAMBP",1,7,2,4
"18347","STAMBPL1",4,7,4,7
"18348","STAP1",2,6,3,2
"18349","STAP2",1,7,5,7
"18350","STAR",5,4,6,5
"18351","STARD10",6,2,3,6
"18352","STARD13-AS",2,6,6,2
"18353","STARD3",4,1,4,7
"18354","STARD3NL",4,4,5,5
"18355","STARD4",4,7,2,7
"18356","STARD4-AS1",4,7,2,7
"18357","STARD5",4,7,7,6
"18358","STARD6",2,6,6,2
"18359","STARD7",4,4,3,5
"18360","STARD8",6,3,3,5
"18361","STARD9",4,1,1,7
"18362","STAT1",5,1,5,4
"18363","STAT2",4,7,5,7
"18364","STAT3",7,5,5,6
"18365","STAT4",5,4,6,5
"18366","STAT5A",4,4,1,5
"18367","STAT5B",5,5,7,5
"18368","STAT6",6,7,5,6
"18369","STATH",2,6,6,2
"18370","STAU1",6,5,3,3
"18371","STAU2",1,5,2,6
"18372","STAU2-AS1",5,1,1,4
"18373","STBD1",7,4,2,7
"18374","STC1",3,1,1,5
"18375","STC2",4,1,2,1
"18376","STEAP1",4,7,2,7
"18377","STEAP1B",5,4,6,5
"18378","STEAP2",4,3,5,5
"18379","STEAP3",7,2,2,5
"18380","STEAP4",4,4,4,5
"18381","STH",7,5,5,3
"18382","STIL",4,3,5,7
"18383","STIM1",7,2,4,6
"18384","STIM2",5,4,6,5
"18385","STIP1",4,4,6,2
"18386","STK10",1,2,3,6
"18387","STK11",5,4,6,5
"18388","STK11IP",1,7,3,7
"18389","STK16",4,7,6,7
"18390","STK17A",4,1,3,5
"18391","STK17B",1,2,1,1
"18392","STK19",4,7,2,6
"18393","STK25",5,4,5,6
"18394","STK3",5,4,7,5
"18395","STK31",3,4,2,1
"18396","STK32A",5,4,6,5
"18397","STK32B",7,5,7,6
"18398","STK32C",7,4,4,5
"18399","STK33",2,6,1,2
"18400","STK35",6,2,5,1
"18401","STK36",6,7,4,6
"18402","STK38",1,1,2,1
"18403","STK38L",6,3,3,1
"18404","STK39",5,4,6,5
"18405","STK4",1,2,3,7
"18406","STK4-AS1",6,2,2,3
"18407","STK40",6,5,6,3
"18408","STL",6,2,6,3
"18409","STMN1",5,4,3,6
"18410","STMN2",3,6,6,2
"18411","STMN3",5,4,1,1
"18412","STMN4",5,3,7,5
"18413","STMND1",5,4,7,5
"18414","STOM",6,1,5,6
"18415","STOML1",5,3,4,1
"18416","STOML2",1,7,2,1
"18417","STOML3",2,6,6,2
"18418","STON1-GTF2A1L",3,4,4,5
"18419","STON2",7,4,6,5
"18420","STOX1",7,3,7,3
"18421","STOX2",6,3,5,3
"18422","STPG1",1,7,2,1
"18423","STPG2",5,3,6,5
"18424","STRA13",4,3,3,3
"18425","STRA8",5,4,5,5
"18426","STRADA",6,3,5,3
"18427","STRADB",7,5,7,6
"18428","STRAP",1,7,1,4
"18429","STRBP",7,4,7,5
"18430","STRC",5,4,6,5
"18431","STRIP1",3,4,6,4
"18432","STRIP2",6,2,1,6
"18433","STRN",7,5,4,6
"18434","STRN3",7,5,7,6
"18435","STRN4",5,5,6,6
"18436","STS",2,6,6,2
"18437","STT3A",1,1,7,7
"18438","STT3B",6,4,7,6
"18439","STUB1",5,4,5,5
"18440","STX10",6,3,3,3
"18441","STX11",7,4,6,6
"18442","STX12",5,3,6,5
"18443","STX16",4,4,7,1
"18444","STX17",1,7,2,3
"18445","STX18",1,2,1,6
"18446","STX19",2,6,2,4
"18447","STX1A",6,3,3,5
"18448","STX1B",1,1,6,7
"18449","STX2",5,4,6,3
"18450","STX3",6,5,3,3
"18451","STX4",6,7,5,7
"18452","STX5",7,7,5,6
"18453","STX6",1,1,1,5
"18454","STX7",3,3,1,5
"18455","STX8",1,1,1,5
"18456","STXBP1",7,2,2,6
"18457","STXBP2",6,3,3,1
"18458","STXBP3",4,2,3,7
"18459","STXBP4",6,7,5,3
"18460","STXBP5",4,1,2,7
"18461","STXBP5-AS1",4,3,2,7
"18462","STXBP5L",5,4,6,5
"18463","STXBP6",5,4,4,5
"18464","STYK1",1,1,6,7
"18465","STYX",4,7,5,7
"18466","STYXL1",1,1,5,5
"18467","SUB1",3,1,2,5
"18468","SUCLA2",4,5,2,1
"18469","SUCLG1",1,2,7,3
"18470","SUCLG2",6,3,5,3
"18471","SUCNR1",2,6,7,5
"18472","SUCO",1,2,3,1
"18473","SUDS3",5,4,6,3
"18474","SUFU",3,1,7,4
"18475","SUGP1",1,1,1,7
"18476","SUGP2",6,3,3,3
"18477","SUGT1",4,7,5,5
"18478","SUGT1P1",4,7,2,7
"18479","SUGT1P3",4,3,5,1
"18480","SULF1",3,4,4,2
"18481","SULF2",6,5,6,3
"18482","SULT1A1",4,7,5,7
"18483","SULT1A2",7,7,7,6
"18484","SULT1A3",5,4,6,5
"18485","SULT1A4",5,4,6,5
"18486","SULT1B1",3,4,2,4
"18487","SULT1C2",3,6,6,2
"18488","SULT1C2P1",5,4,3,2
"18489","SULT1C3",2,6,6,2
"18490","SULT1C4",2,4,5,5
"18491","SULT1E1",2,6,6,2
"18492","SULT2A1",2,4,7,2
"18493","SULT2B1",1,4,4,7
"18494","SULT4A1",5,4,6,5
"18495","SULT6B1",2,1,1,1
"18496","SUMF1",5,4,6,4
"18497","SUMF2",4,7,1,5
"18498","SUMO1",4,7,5,3
"18499","SUMO1P1",5,4,5,1
"18500","SUMO1P3",5,6,7,5
"18501","SUMO2",5,5,7,5
"18502","SUMO3",5,4,6,5
"18503","SUMO4",5,4,6,2
"18504","SUN1",6,2,7,7
"18505","SUN2",7,4,6,5
"18506","SUN3",3,6,1,2
"18507","SUN5",6,1,4,5
"18508","SUOX",1,7,1,4
"18509","SUPT16H",6,2,5,1
"18510","SUPT20H",1,1,4,1
"18511","SUPT20HL1",7,4,3,3
"18512","SUPT20HL2",5,4,6,5
"18513","SUPT3H",4,7,2,7
"18514","SUPT4H1",4,7,1,4
"18515","SUPT5H",4,2,4,1
"18516","SUPT6H",6,7,1,5
"18517","SUPT7L",7,5,6,5
"18518","SUPV3L1",3,3,5,1
"18519","SURF1",5,1,6,1
"18520","SURF2",5,5,6,6
"18521","SURF4",5,4,7,6
"18522","SURF6",6,2,3,6
"18523","SUSD1",5,4,6,6
"18524","SUSD2",6,5,1,3
"18525","SUSD3",7,4,7,5
"18526","SUSD4",4,1,6,7
"18527","SUSD5",7,4,4,2
"18528","SUV39H1",7,5,3,6
"18529","SUV39H2",6,2,7,3
"18530","SUV420H1",5,4,6,5
"18531","SUV420H2",1,3,5,1
"18532","SUZ12",7,4,7,6
"18533","SV2A",5,4,3,5
"18534","SV2B",6,4,7,7
"18535","SV2C",5,4,6,5
"18536","SVEP1",1,3,3,3
"18537","SVIP",6,4,2,7
"18538","SVOP",2,4,5,4
"18539","SWAP70",1,2,3,3
"18540","SWI5",1,2,3,1
"18541","SWSAP1",4,7,7,5
"18542","SWT1",6,2,1,7
"18543","SYAP1",4,7,4,7
"18544","SYCE1",5,6,6,2
"18545","SYCE1L",2,4,6,5
"18546","SYCE2",4,7,2,7
"18547","SYCE3",4,7,2,7
"18548","SYCN",1,4,6,4
"18549","SYCP1",3,4,6,4
"18550","SYCP2",2,6,5,2
"18551","SYCP2L",5,1,6,1
"18552","SYCP3",5,4,6,7
"18553","SYDE1",7,2,3,6
"18554","SYDE2",5,4,5,1
"18555","SYF2",6,7,3,4
"18556","SYK",1,1,1,5
"18557","SYMPK",1,3,2,1
"18558","SYN1",5,4,7,5
"18559","SYN2",7,4,6,5
"18560","SYN3",3,1,2,1
"18561","SYNC",6,3,3,3
"18562","SYNCRIP",4,7,2,7
"18563","SYNDIG1",5,4,6,3
"18564","SYNDIG1L",5,4,7,5
"18565","SYNE1",3,4,6,2
"18566","SYNE2",5,3,6,6
"18567","SYNE3",5,4,7,6
"18568","SYNE4",5,4,4,7
"18569","SYNGAP1",5,5,3,3
"18570","SYNGR2",5,3,7,6
"18571","SYNGR3",5,4,7,6
"18572","SYNGR4",6,2,2,1
"18573","SYNJ1",7,4,3,5
"18574","SYNJ2",5,4,6,5
"18575","SYNJ2-IT1",4,5,6,3
"18576","SYNJ2BP-COX16",5,3,4,6
"18577","SYNM",7,2,6,5
"18578","SYNPO",3,1,6,5
"18579","SYNPO2",3,4,6,5
"18580","SYNPO2L",5,6,6,1
"18581","SYNPR",5,4,6,3
"18582","SYNPR-AS1",5,6,6,2
"18583","SYNRG",6,2,7,1
"18584","SYP",5,4,6,5
"18585","SYPL1",1,3,5,1
"18586","SYPL2",3,4,6,5
"18587","SYS1",1,1,3,4
"18588","SYT10",1,4,7,1
"18589","SYT11",1,1,4,4
"18590","SYT12",7,2,7,6
"18591","SYT13",5,4,7,1
"18592","SYT14",5,4,6,5
"18593","SYT15",5,4,4,1
"18594","SYT16",2,6,6,2
"18595","SYT17",6,4,6,5
"18596","SYT3",5,6,3,6
"18597","SYT4",3,4,5,4
"18598","SYT5",6,3,4,1
"18599","SYT6",5,4,6,5
"18600","SYT7",5,4,4,5
"18601","SYT8",6,2,4,1
"18602","SYT9",5,4,7,6
"18603","SYTL1",1,1,7,1
"18604","SYTL3",2,4,6,5
"18605","SYTL4",7,5,7,7
"18606","SYTL5",2,6,6,2
"18607","SYVN1",4,4,5,3
"18608","SZRD1",3,6,1,4
"18609","SZT2",6,2,5,3
"18610","T",5,4,5,5
"18611","TAAR1",2,6,6,2
"18612","TAAR3",2,6,6,2
"18613","TAAR5",3,1,4,5
"18614","TAAR6",3,1,4,5
"18615","TAAR8",3,6,6,2
"18616","TAAR9",3,6,3,1
"18617","TAB1",4,1,2,7
"18618","TAB2",5,2,1,3
"18619","TAB3",3,4,6,2
"18620","TAC1",5,6,3,4
"18621","TAC3",3,4,2,5
"18622","TAC4",4,5,5,5
"18623","TACC1",7,1,1,1
"18624","TACC2",5,3,6,5
"18625","TACC3",5,1,4,5
"18626","TACO1",4,4,7,4
"18627","TACR1",6,5,7,5
"18628","TACR2",5,4,1,5
"18629","TACR3",5,6,3,4
"18630","TACSTD2",5,5,2,5
"18631","TADA1",1,7,2,7
"18632","TADA2A",6,2,3,3
"18633","TADA2B",5,4,1,5
"18634","TADA3",1,5,7,6
"18635","TAF1",1,7,4,7
"18636","TAF10",6,2,7,3
"18637","TAF11",4,7,1,7
"18638","TAF12",1,7,1,4
"18639","TAF13",5,7,5,7
"18640","TAF15",4,7,7,7
"18641","TAF1A",5,4,3,4
"18642","TAF1B",1,1,7,1
"18643","TAF1C",3,1,7,7
"18644","TAF1D",6,2,3,1
"18645","TAF1L",5,4,1,2
"18646","TAF2",7,4,3,4
"18647","TAF3",1,3,3,1
"18648","TAF4",5,4,6,5
"18649","TAF4B",5,4,3,3
"18650","TAF5",3,4,6,5
"18651","TAF5L",7,5,7,6
"18652","TAF6",7,5,5,3
"18653","TAF6L",7,1,3,4
"18654","TAF7",4,1,1,3
"18655","TAF8",4,7,7,7
"18656","TAF9",6,5,3,1
"18657","TAF9B",4,7,3,1
"18658","TAGAP",5,4,6,7
"18659","TAGLN",1,7,4,7
"18660","TAGLN2",7,5,7,5
"18661","TAGLN3",7,2,6,5
"18662","TAL1",5,3,5,5
"18663","TAL2",3,6,1,5
"18664","TALDO1",4,4,2,6
"18665","TAMM41",1,1,2,1
"18666","TANC1",1,4,1,1
"18667","TANC2",2,6,6,4
"18668","TANGO2",7,7,7,6
"18669","TANGO6",3,4,5,7
"18670","TANK",2,6,6,2
"18671","TAOK1",7,5,7,6
"18672","TAOK2",6,5,3,3
"18673","TAOK3",3,1,6,7
"18674","TAP1",7,5,1,6
"18675","TAP2",1,7,2,4
"18676","TAPBP",4,7,1,7
"18677","TAPBPL",6,7,5,3
"18678","TAPT1",5,4,6,5
"18679","TARBP1",5,3,6,6
"18680","TARBP2",6,3,2,3
"18681","TARDBP",6,3,2,7
"18682","TARP",3,6,1,2
"18683","TARS",1,2,4,1
"18684","TARS2",3,1,1,4
"18685","TARSL2",7,5,6,5
"18686","TAS1R1",6,4,1,5
"18687","TAS1R2",3,6,5,2
"18688","TAS1R3",1,4,4,6
"18689","TAS2R1",2,6,6,5
"18690","TAS2R10",2,6,3,4
"18691","TAS2R13",2,6,7,2
"18692","TAS2R14",2,6,3,1
"18693","TAS2R16",2,6,7,2
"18694","TAS2R19",2,6,1,2
"18695","TAS2R20",2,6,3,2
"18696","TAS2R3",2,3,6,2
"18697","TAS2R30",2,6,3,2
"18698","TAS2R31",5,6,6,5
"18699","TAS2R38",1,1,2,1
"18700","TAS2R39",2,6,6,2
"18701","TAS2R4",2,6,6,4
"18702","TAS2R40",2,6,6,2
"18703","TAS2R41",5,6,6,2
"18704","TAS2R42",2,6,6,2
"18705","TAS2R43",5,4,6,5
"18706","TAS2R46",2,6,1,2
"18707","TAS2R5",5,4,6,2
"18708","TAS2R50",2,6,6,2
"18709","TAS2R60",3,6,6,2
"18710","TAS2R7",2,6,6,4
"18711","TAS2R8",2,6,6,2
"18712","TAS2R9",2,6,6,2
"18713","TASP1",3,1,4,1
"18714","TAT",5,6,1,5
"18715","TATDN1",6,3,3,4
"18716","TATDN2",5,5,6,5
"18717","TATDN3",6,3,3,3
"18718","TAX1BP1",1,7,2,7
"18719","TAX1BP3",1,2,2,7
"18720","TAZ",5,4,6,1
"18721","TBATA",4,4,2,7
"18722","TBC1D1",1,1,4,1
"18723","TBC1D10A",4,5,2,6
"18724","TBC1D10B",5,4,6,5
"18725","TBC1D10C",5,4,6,5
"18726","TBC1D12",4,1,1,7
"18727","TBC1D13",6,4,6,3
"18728","TBC1D14",5,4,6,5
"18729","TBC1D15",6,3,5,2
"18730","TBC1D16",5,5,4,6
"18731","TBC1D17",1,3,2,4
"18732","TBC1D19",3,1,5,1
"18733","TBC1D2",1,2,3,7
"18734","TBC1D20",5,4,6,6
"18735","TBC1D21",5,5,7,6
"18736","TBC1D22A",7,5,7,6
"18737","TBC1D22B",1,1,3,1
"18738","TBC1D23",1,3,4,1
"18739","TBC1D24",5,4,6,5
"18740","TBC1D25",1,1,1,5
"18741","TBC1D26",5,4,6,5
"18742","TBC1D28",5,4,6,5
"18743","TBC1D29",7,4,3,1
"18744","TBC1D2B",1,1,4,3
"18745","TBC1D30",5,3,3,3
"18746","TBC1D3P5",1,1,6,3
"18747","TBC1D4",6,5,7,6
"18748","TBC1D7",4,7,1,3
"18749","TBC1D8",7,4,6,5
"18750","TBC1D8B",1,7,2,1
"18751","TBC1D9",7,5,7,6
"18752","TBC1D9B",7,2,3,6
"18753","TBCA",4,4,6,7
"18754","TBCB",6,7,2,1
"18755","TBCC",1,1,1,1
"18756","TBCCD1",1,1,1,1
"18757","TBCD",4,4,2,7
"18758","TBCE",4,7,2,4
"18759","TBCEL",5,4,4,5
"18760","TBCK",4,7,1,7
"18761","TBK1",6,3,3,5
"18762","TBKBP1",3,4,6,6
"18763","TBL1X",5,4,6,5
"18764","TBL1XR1",5,4,2,1
"18765","TBL1Y",5,4,6,5
"18766","TBL2",7,4,7,7
"18767","TBL3",6,2,3,6
"18768","TBP",1,7,4,4
"18769","TBPL1",1,7,2,7
"18770","TBR1",2,6,3,5
"18771","TBRG1",4,7,1,3
"18772","TBRG4",1,7,2,1
"18773","TBX1",5,4,7,1
"18774","TBX10",7,4,3,3
"18775","TBX15",3,6,5,5
"18776","TBX18",3,6,6,3
"18777","TBX19",3,4,3,2
"18778","TBX2",5,4,5,5
"18779","TBX20",1,5,4,5
"18780","TBX21",7,4,3,3
"18781","TBX22",3,6,2,5
"18782","TBX3",7,2,1,6
"18783","TBX4",7,4,7,1
"18784","TBX5-AS1",2,4,7,2
"18785","TBX6",4,7,2,7
"18786","TBXA2R",5,6,3,5
"18787","TBXAS1",3,1,6,4
"18788","TC2N",5,4,6,5
"18789","TCAIM",6,2,7,3
"18790","TCAM1P",5,4,6,2
"18791","TCAP",5,5,4,1
"18792","TCEA1",5,4,6,5
"18793","TCEA2",1,3,5,1
"18794","TCEA3",7,4,6,6
"18795","TCEAL1",5,7,6,5
"18796","TCEAL2",6,4,4,6
"18797","TCEAL3",6,2,3,6
"18798","TCEAL4",4,1,5,7
"18799","TCEAL5",1,4,6,1
"18800","TCEAL6",5,2,7,5
"18801","TCEAL7",2,6,6,2
"18802","TCEAL8",3,1,1,5
"18803","TCEANC",4,7,7,5
"18804","TCEANC2",7,7,2,6
"18805","TCEB1",3,1,6,1
"18806","TCEB2",6,5,7,6
"18807","TCEB3",6,2,3,5
"18808","TCEB3B",3,4,6,5
"18809","TCEB3C",5,4,6,5
"18810","TCEB3CL2",5,4,6,5
"18811","TCERG1",1,1,4,1
"18812","TCERG1L",5,4,6,5
"18813","TCF12",7,5,7,6
"18814","TCF15",5,4,6,5
"18815","TCF19",4,7,5,7
"18816","TCF20",4,1,6,1
"18817","TCF21",3,6,6,5
"18818","TCF23",6,4,3,1
"18819","TCF24",5,4,7,5
"18820","TCF25",6,5,2,7
"18821","TCF3",5,4,5,7
"18822","TCF7",6,2,3,6
"18823","TCF7L1",6,2,3,1
"18824","TCF7L2",7,3,3,3
"18825","TCFL5",7,5,7,6
"18826","TCHHL1",2,6,4,2
"18827","TCHP",4,1,4,1
"18828","TCIRG1",6,3,3,3
"18829","TCL1A",5,6,6,5
"18830","TCL1B",5,4,6,1
"18831","TCN1",2,6,6,2
"18832","TCN2",4,3,1,5
"18833","TCOF1",4,4,4,4
"18834","TCP1",4,5,2,7
"18835","TCP10",5,4,7,5
"18836","TCP10L2",5,4,6,5
"18837","TCP11",5,4,6,6
"18838","TCP11L1",6,7,5,6
"18839","TCP11L2",6,3,2,1
"18840","TCTA",1,7,1,1
"18841","TCTE1",6,5,3,3
"18842","TCTE3",7,5,2,6
"18843","TCTEX1D1",5,3,6,5
"18844","TCTEX1D2",4,7,1,7
"18845","TCTEX1D4",4,7,5,6
"18846","TCTN1",1,7,5,1
"18847","TCTN2",1,1,5,1
"18848","TCTN3",3,1,4,4
"18849","TDG",4,2,6,7
"18850","TDGF1",2,6,1,5
"18851","TDGF1P3",2,6,6,2
"18852","TDH",2,6,7,2
"18853","TDO2",2,6,3,2
"18854","TDP1",6,2,4,3
"18855","TDP2",4,7,4,1
"18856","TDRD1",5,4,6,5
"18857","TDRD10",5,4,6,5
"18858","TDRD3",6,2,7,3
"18859","TDRD5",4,7,2,2
"18860","TDRD6",5,4,7,5
"18861","TDRD7",5,1,4,5
"18862","TDRD9",5,4,7,5
"18863","TDRG1",4,6,6,1
"18864","TDRKH",4,7,2,7
"18865","TDRP",6,2,3,3
"18866","TEAD1",7,5,7,5
"18867","TEAD2",4,3,3,7
"18868","TEAD3",5,4,6,5
"18869","TEAD4",7,5,7,1
"18870","TEC",1,5,2,7
"18871","TECPR1",1,5,5,1
"18872","TECPR2",5,3,7,6
"18873","TECR",7,5,3,7
"18874","TECRL",2,6,6,2
"18875","TECTA",2,6,7,5
"18876","TECTB",5,6,6,2
"18877","TEDDM1",5,4,6,5
"18878","TEF",7,2,3,6
"18879","TEFM",6,7,3,7
"18880","TEK",3,1,3,5
"18881","TEKT1",6,3,6,3
"18882","TEKT2",5,4,6,5
"18883","TEKT3",5,7,1,5
"18884","TEKT4",3,4,7,6
"18885","TEKT4P2",5,4,6,5
"18886","TEKT5",3,4,5,5
"18887","TELO2",6,3,3,3
"18888","TENC1",6,5,1,1
"18889","TENM1",2,6,1,5
"18890","TENM2",2,6,7,5
"18891","TENM3",2,6,6,5
"18892","TENM4",4,4,6,5
"18893","TEP1",4,7,5,7
"18894","TEPP",1,4,7,2
"18895","TERC",6,5,3,4
"18896","TERF1",4,4,6,5
"18897","TERF2",6,3,6,3
"18898","TERF2IP",6,3,3,7
"18899","TERT",5,4,6,5
"18900","TES",5,3,3,5
"18901","TESC",3,5,6,6
"18902","TESK1",6,2,3,6
"18903","TESK2",4,7,1,4
"18904","TET1",5,4,5,5
"18905","TET2",7,5,7,1
"18906","TET3",3,5,2,5
"18907","TEX10",5,3,5,5
"18908","TEX101",5,4,3,7
"18909","TEX11",2,4,3,2
"18910","TEX12",5,4,7,7
"18911","TEX13A",3,1,6,2
"18912","TEX13B",3,4,6,2
"18913","TEX14",7,4,7,3
"18914","TEX15",3,6,3,2
"18915","TEX19",5,4,3,3
"18916","TEX2",5,2,6,3
"18917","TEX21P",2,6,3,2
"18918","TEX22",5,3,3,7
"18919","TEX26",3,4,3,5
"18920","TEX26-AS1",5,4,5,5
"18921","TEX261",6,4,7,3
"18922","TEX264",7,5,2,6
"18923","TEX28",1,4,5,7
"18924","TEX29",5,4,3,3
"18925","TEX30",6,3,3,6
"18926","TEX33",5,1,2,5
"18927","TEX35",6,4,5,5
"18928","TEX36",2,4,3,5
"18929","TEX37",3,4,5,5
"18930","TEX38",3,4,6,5
"18931","TEX41",5,4,6,2
"18932","TEX9",4,7,2,5
"18933","TF",5,6,6,5
"18934","TFAM",1,1,4,5
"18935","TFAMP1",5,5,5,5
"18936","TFAP2B",2,1,6,2
"18937","TFAP2C",6,2,7,3
"18938","TFAP2D",2,6,6,2
"18939","TFAP2E",4,4,6,5
"18940","TFAP4",4,7,1,7
"18941","TFB1M",1,7,1,7
"18942","TFB2M",7,7,3,7
"18943","TFCP2",1,7,1,1
"18944","TFCP2L1",6,2,3,5
"18945","TFDP1",5,5,6,6
"18946","TFDP3",5,4,6,5
"18947","TFE3",5,6,5,2
"18948","TFEB",5,4,3,3
"18949","TFEC",2,6,6,2
"18950","TFF1",3,4,6,2
"18951","TFF2",5,5,7,5
"18952","TFF3",4,6,5,5
"18953","TFG",3,5,5,5
"18954","TFIP11",4,7,6,7
"18955","TFPI",2,1,4,2
"18956","TFPI2",5,4,6,5
"18957","TFPT",1,1,6,5
"18958","TFR2",5,4,5,5
"18959","TFRC",5,3,4,1
"18960","TG",4,4,5,2
"18961","TGDS",4,3,2,4
"18962","TGFA",7,5,7,6
"18963","TGFB1",7,5,4,1
"18964","TGFB1I1",1,7,1,7
"18965","TGFB2",1,1,4,1
"18966","TGFB3",4,7,4,6
"18967","TGFBI",6,3,3,3
"18968","TGFBR1",7,5,7,6
"18969","TGFBR2",4,3,2,5
"18970","TGFBR3",4,3,5,3
"18971","TGFBR3L",5,2,2,3
"18972","TGFBRAP1",7,1,4,6
"18973","TGIF1",1,7,3,7
"18974","TGIF2",5,4,6,5
"18975","TGIF2LX",2,4,3,2
"18976","TGIF2LY",5,4,6,5
"18977","TGM1",1,5,3,1
"18978","TGM2",6,2,6,5
"18979","TGM3",3,7,1,5
"18980","TGM4",2,4,6,2
"18981","TGM5",4,5,2,5
"18982","TGM6",4,3,5,6
"18983","TGM7",5,3,7,1
"18984","TGOLN2",1,3,4,1
"18985","TGS1",7,5,6,6
"18986","TH",7,4,6,5
"18987","THADA",6,2,2,7
"18988","THAP1",4,7,2,7
"18989","THAP10",4,2,5,1
"18990","THAP11",1,3,1,5
"18991","THAP2",6,3,3,3
"18992","THAP3",6,2,2,3
"18993","THAP4",5,4,7,3
"18994","THAP5",7,7,2,6
"18995","THAP6",6,7,2,7
"18996","THAP7",6,2,2,3
"18997","THAP7-AS1",6,2,2,6
"18998","THAP8",6,5,4,6
"18999","THAP9",1,2,2,1
"19000","THBD",6,4,3,3
"19001","THBS1",6,3,2,3
"19002","THBS2",3,6,5,2
"19003","THBS3",1,2,2,6
"19004","THBS4",6,4,7,3
"19005","THEG",6,4,2,7
"19006","THEG5",2,6,2,5
"19007","THEGL",6,2,2,7
"19008","THEM4",4,7,2,7
"19009","THEM5",4,7,6,5
"19010","THEM6",7,2,7,5
"19011","THEMIS2",6,5,4,5
"19012","THG1L",3,4,1,5
"19013","THNSL1",4,7,5,7
"19014","THNSL2",2,6,1,5
"19015","THOC1",6,2,5,1
"19016","THOC2",1,1,6,1
"19017","THOC3",1,1,6,7
"19018","THOC5",4,7,7,7
"19019","THOC6",6,7,2,3
"19020","THOC7",1,4,4,1
"19021","THOP1",1,5,4,5
"19022","THPO",5,4,6,3
"19023","THRA",1,2,4,1
"19024","THRAP3",7,7,2,7
"19025","THRB",1,1,4,1
"19026","THRB-AS1",1,1,4,1
"19027","THRSP",1,1,7,5
"19028","THSD1",5,4,6,5
"19029","THSD4",3,4,6,5
"19030","THSD7A",3,1,2,4
"19031","THSD7B",2,6,6,5
"19032","THTPA",4,1,1,4
"19033","THUMPD1",4,7,2,1
"19034","THUMPD2",5,4,2,7
"19035","THUMPD3",4,7,2,5
"19036","THY1",7,4,6,7
"19037","THYN1",5,1,3,5
"19038","TIA1",3,1,1,4
"19039","TIAF1",6,3,5,3
"19040","TIAL1",4,1,2,1
"19041","TIAM1",1,1,1,1
"19042","TIAM2",2,6,7,2
"19043","TICAM1",6,3,5,3
"19044","TICRR",1,5,4,5
"19045","TIE1",4,1,6,3
"19046","TIFA",6,2,2,3
"19047","TIFAB",5,1,5,5
"19048","TIGD1",4,1,2,7
"19049","TIGD2",2,4,6,2
"19050","TIGD3",1,1,7,1
"19051","TIGD4",6,7,2,3
"19052","TIGD5",1,4,1,1
"19053","TIGD6",1,3,4,1
"19054","TIGD7",4,3,3,7
"19055","TIGIT",5,4,6,5
"19056","TIMD4",2,1,6,2
"19057","TIMELESS",4,7,2,4
"19058","TIMM10",7,1,3,4
"19059","TIMM10B",6,2,2,4
"19060","TIMM13",1,4,4,1
"19061","TIMM17A",6,2,3,3
"19062","TIMM17B",4,7,2,6
"19063","TIMM21",7,2,3,5
"19064","TIMM22",4,7,3,7
"19065","TIMM23",5,4,6,5
"19066","TIMM44",7,2,1,4
"19067","TIMM50",5,4,1,5
"19068","TIMM8A",1,1,3,1
"19069","TIMM8B",6,3,3,7
"19070","TIMM9",2,4,2,4
"19071","TIMMDC1",4,7,2,7
"19072","TIMP1",1,3,5,1
"19073","TIMP2",7,4,7,5
"19074","TIMP3",3,4,7,6
"19075","TIMP4",5,4,5,7
"19076","TINAG",2,6,3,2
"19077","TINAGL1",1,2,3,1
"19078","TINCR",5,3,6,3
"19079","TINF2",6,2,2,7
"19080","TIPARP",2,6,6,2
"19081","TIPARP-AS1",1,3,1,5
"19082","TIPIN",4,7,2,1
"19083","TIPRL",4,7,2,7
"19084","TIRAP",1,1,7,1
"19085","TJAP1",1,3,5,1
"19086","TJP1",6,5,7,6
"19087","TJP2",2,6,6,5
"19088","TJP3",1,4,1,6
"19089","TK1",1,1,4,1
"19090","TK2",5,4,1,4
"19091","TKT",4,3,3,3
"19092","TKTL1",5,1,7,5
"19093","TKTL2",3,6,5,2
"19094","TLCD1",6,5,4,1
"19095","TLCD2",5,5,5,6
"19096","TLDC1",1,7,3,3
"19097","TLDC2",4,1,5,7
"19098","TLE1",5,4,4,5
"19099","TLE2",5,4,6,5
"19100","TLE3",1,1,1,4
"19101","TLE4",3,4,6,2
"19102","TLE6",4,1,7,7
"19103","TLK1",3,6,6,5
"19104","TLK2",5,4,6,5
"19105","TLL1",3,4,4,2
"19106","TLL2",6,2,2,6
"19107","TLN1",6,5,3,3
"19108","TLN2",3,6,5,2
"19109","TLR1",2,6,7,2
"19110","TLR10",2,6,6,2
"19111","TLR2",5,5,7,6
"19112","TLR3",5,5,7,2
"19113","TLR4",3,1,1,4
"19114","TLR5",1,3,2,3
"19115","TLR6",2,6,1,4
"19116","TLR7",2,6,6,2
"19117","TLR8",2,6,5,2
"19118","TLX1",5,3,6,3
"19119","TLX1NB",5,4,6,5
"19120","TLX2",1,4,1,5
"19121","TLX3",3,4,6,2
"19122","TM2D1",1,4,4,3
"19123","TM2D2",4,7,2,1
"19124","TM2D3",6,2,3,3
"19125","TM4SF1",5,3,3,6
"19126","TM4SF18",2,6,6,5
"19127","TM4SF19",6,7,2,7
"19128","TM4SF20",2,4,6,2
"19129","TM4SF4",3,4,1,2
"19130","TM4SF5",1,7,4,5
"19131","TM6SF1",7,4,7,5
