"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"1","A2ML1",2.82847164134474e-55,5.15948583276797e-52,3.38452723248079,0.216122368973279,3.94415329262848,3.47394717751441,0.0510084175174654,-0.00420866590097164,0.0190549000384677,0.0190549000384677
"2","AAAS",0.00119109669801673,0.00660648959109014,-0.152838357815902,0.0471577250639634,6.97477894644172,0.00810662319996317,0.000788722155166782,0.000584720487339137,0.00254705439464575,0.00254705439464575
"3","ABCA1",0.262978315441012,0.443709394985627,-0.521165134423065,0.465583996311674,1.51813502242115,0.226589156053529,0.160694328573709,0.0206872049913728,0.164458357858614,0.164458357858614
"4","ABCA6",2.9178083450521e-05,0.00028105331471515,0.577839668465275,0.138246162897089,4.85010524571423,0.12310400660254,0.0118240997935423,0.0168439025401104,0.00945589251601282,0.0168439025401104
"5","ABCB8",0.518743656242725,0.691048411494613,0.0312170077807433,0.0483772182145323,7.67751590184574,0.00110690443795043,0.00149531978771262,-0.000477127330818203,0.00201521307555209,0.00201521307555209
"6","ABCC1",0.102335066686743,0.228065917556451,0.102922332912478,0.0630019549885803,5.90977356350396,0.00717832853498604,0.00144521688719568,0.00355531630198184,0.00450865261137896,0.00450865261137896
"7","ABCC2",8.13431112298992e-07,1.15921877165812e-05,-0.82044226692978,0.166346873922112,6.63890106085879,0.235143192965853,0.00124926348657761,0.0402576602089109,0.00295746833839422,0.0402576602089109
"8","ABCC9",0.787660278093552,0.884976952494463,0.0524972592153591,0.194903429531456,3.23922685163482,0.0263966002435893,0.0222826125413506,0.00967965192871451,0.0346984077233345,0.0346984077233345
"9","ABCD2",0.012164783566123,0.0432977284342521,-0.717368591672645,0.286108816341908,2.60372059809825,0.190481991282024,0.0614338133382535,-0.0163129603551216,0.0613535688445982,0.0613535688445982
"10","ABHD13",0.323204488073533,0.509123822804088,0.287993602343287,0.291522731185749,5.30917884210561,0.126864697854797,0.00600903056251438,0.121469223634483,0.00679621995144347,0.121469223634483
"11","ABHD17A",0.0116882903253031,0.0419393215434345,0.203086931985146,0.0805447289424796,7.0193211163086,0.020158234615443,0.000719133752096992,0.00901204628852928,0.00250136334646494,0.00901204628852928
"12","ABL2",0.018152047056883,0.0598099589454594,0.146265279527436,0.0619111789239582,7.45494140923395,0.0110176524894771,0.00102077688148695,0.0047287142321446,0.00213542235052604,0.0047287142321446
"13","ACAD8",0.078150107174754,0.186896839397113,-0.103621831909106,0.0588251733017712,6.32396021376849,0.00678698035017924,0.00169046652806247,0.00276670239158712,0.00350013499291266,0.00350013499291266
"14","ACAP1",0.00810860663808236,0.0313869752439087,0.678622142468609,0.256324314451243,3.08907475349399,0.152187053789133,0.0589183815733834,-0.0413825689302234,0.0396348496949664,0.0396348496949664
"15","ACAP2",0.857143328873422,0.926082608090411,0.00982422178811135,0.0545754416372683,6.9253366963291,0.00360312919600604,0.000419876910859849,0.00404784133399447,0.00259940312822454,0.00404784133399447
"16","ACIN1",0.0370730020961234,0.105747912351198,-0.0782914991655832,0.0375506140835852,8.56575123657709,0.00295280076614184,0.000272680482020404,0.00111973591005914,0.00184239244506112,0.00184239244506112
